ID;COD_COMPONENTE;IMG;CLASSE_CALCIO
2084;10;Data_Aug_GAN/images_0/_1914_1_10.png;0
2085;10;Data_Aug_GAN/images_0/_1915_2_27.png;0
2086;10;Data_Aug_GAN/images_0/_1916_1_5.png;0
2087;10;Data_Aug_GAN/images_0/_1922_2_23.png;0
2088;10;Data_Aug_GAN/images_0/_1930_1_26.png;0
2089;10;Data_Aug_GAN/images_0/_1932_1_7.png;0
2090;10;Data_Aug_GAN/images_0/_1940_2_1.png;0
2091;10;Data_Aug_GAN/images_0/_1941_1_16.png;0
2092;10;Data_Aug_GAN/images_0/_1955_2_0.png;0
2093;10;Data_Aug_GAN/images_0/_1961_1_26.png;0
2094;10;Data_Aug_GAN/images_0/_1962_1_9.png;0
2095;10;Data_Aug_GAN/images_0/_1962_2_16.png;0
2096;10;Data_Aug_GAN/images_0/_1963_1_12.png;0
2097;10;Data_Aug_GAN/images_0/_1964_1_26.png;0
2098;10;Data_Aug_GAN/images_0/_1999_1_11.png;0
2099;10;Data_Aug_GAN/images_0/_2001_1_7.png;0
2100;10;Data_Aug_GAN/images_0/_2008_2_26.png;0
2101;10;Data_Aug_GAN/images_0/_2012_1_15.png;0
2102;10;Data_Aug_GAN/images_0/_2042_1_19.png;0
2103;10;Data_Aug_GAN/images_0/_2053_1_16.png;0
2104;10;Data_Aug_GAN/images_0/_2071_2_12.png;0
2105;10;Data_Aug_GAN/images_0/_2071_2_13.png;0
2106;10;Data_Aug_GAN/images_0/_2074_2_17.png;0
2107;10;Data_Aug_GAN/images_0/_2074_2_22.png;0
2108;10;Data_Aug_GAN/images_0/_2094_1_3.png;0
2109;10;Data_Aug_GAN/images_0/_2096_1_31.png;0
2110;10;Data_Aug_GAN/images_0/_2100_1_22.png;0
2111;10;Data_Aug_GAN/images_0/_2111_1_19.png;0
2112;10;Data_Aug_GAN/images_0/_2112_1_16.png;0
2113;10;Data_Aug_GAN/images_0/_2116_1_4.png;0
2114;10;Data_Aug_GAN/images_0/_2143_1_31.png;0
2115;10;Data_Aug_GAN/images_0/_2155_1_2.png;0
2116;10;Data_Aug_GAN/images_0/_2171_1_15.png;0
2117;10;Data_Aug_GAN/images_0/_2197_1_15.png;0
2118;10;Data_Aug_GAN/images_0/_2213_2_24.png;0
2119;10;Data_Aug_GAN/images_0/_2216_1_11.png;0
2120;10;Data_Aug_GAN/images_0/_2222_1_28.png;0
2121;10;Data_Aug_GAN/images_0/_2284_2_26.png;0
2122;10;Data_Aug_GAN/images_0/_2284_2_8.png;0
2123;10;Data_Aug_GAN/images_0/_2292_1_7.png;0
2124;10;Data_Aug_GAN/images_0/_2299_1_7.png;0
2125;10;Data_Aug_GAN/images_0/_2404_2_25.png;0
2126;10;Data_Aug_GAN/images_0/_2408_1_14.png;0
2127;10;Data_Aug_GAN/images_0/_2409_2_25.png;0
2128;10;Data_Aug_GAN/images_0/_2446_1_18.png;0
2129;10;Data_Aug_GAN/images_0/_2458_1_13.png;0
2130;10;Data_Aug_GAN/images_0/_2458_1_22.png;0
2131;10;Data_Aug_GAN/images_0/_2461_2_11.png;0
2132;10;Data_Aug_GAN/images_0/_2464_1_19.png;0
2133;10;Data_Aug_GAN/images_0/_2484_1_18.png;0
2134;10;Data_Aug_GAN/images_0/_2484_1_19.png;0
2135;10;Data_Aug_GAN/images_0/_2484_1_4.png;0
2136;10;Data_Aug_GAN/images_0/_2488_1_17.png;0
2137;10;Data_Aug_GAN/images_0/_2494_1_11.png;0
2138;10;Data_Aug_GAN/images_0/_2494_1_25.png;0
2139;10;Data_Aug_GAN/images_1/2351_1_10_2.png;1
2140;10;Data_Aug_GAN/images_1/2439_1_61_2.png;1
2141;10;Data_Aug_GAN/images_1/2444_1_20_2.png;1
2142;10;Data_Aug_GAN/images_1/3287_1_36_2.png;1
2143;10;Data_Aug_GAN/images_1/3385_1_17_2.png;1
2144;10;Data_Aug_GAN/images_1/3597_1_60_2.png;1
2145;10;Data_Aug_GAN/images_1/3803_1_62_2.png;1
2146;10;Data_Aug_GAN/images_1/3854_1_38_2.png;1
2147;10;Data_Aug_GAN/images_1/3949_1_7_2.png;1
2148;10;Data_Aug_GAN/images_1/3980_1_6_2.png;1
2149;10;Data_Aug_GAN/images_1/3983_1_60_2.png;1
2150;10;Data_Aug_GAN/images_1/3992_1_1_2.png;1
2151;10;Data_Aug_GAN/images_1/3993_1_49_2.png;1
2152;10;Data_Aug_GAN/images_1/3996_1_57_2.png;1
2153;10;Data_Aug_GAN/images_1/3997_1_2_2.png;1
2154;10;Data_Aug_GAN/images_1/3997_1_7_2.png;1
2155;10;Data_Aug_GAN/images_1/3998_1_33_2.png;1
2156;10;Data_Aug_GAN/images_1/3998_1_4_2.png;1
2157;10;Data_Aug_GAN/images_1/3999_1_0_2.png;1
2158;10;Data_Aug_GAN/images_1/_1757_2_27.png;1
2159;10;Data_Aug_GAN/images_1/_1765_1_1.png;1
2160;10;Data_Aug_GAN/images_1/_1768_1_13.png;1
2161;10;Data_Aug_GAN/images_1/_1772_2_15.png;1
2162;10;Data_Aug_GAN/images_1/_1780_2_12.png;1
2163;10;Data_Aug_GAN/images_1/_1780_2_17.png;1
2164;10;Data_Aug_GAN/images_1/_1782_1_1.png;1
2165;10;Data_Aug_GAN/images_1/_1788_1_14.png;1
2166;10;Data_Aug_GAN/images_1/_1793_2_12.png;1
2167;10;Data_Aug_GAN/images_1/_1793_2_4.png;1
2168;10;Data_Aug_GAN/images_1/_1817_2_11.png;1
2169;10;Data_Aug_GAN/images_1/_1866_1_24.png;1
2170;10;Data_Aug_GAN/images_1/_1887_1_2.png;1
2171;10;Data_Aug_GAN/images_1/_1890_2_3.png;1
2172;10;Data_Aug_GAN/images_1/_1890_2_9.png;1
2173;10;Data_Aug_GAN/images_1/_1904_1_31.png;1
2174;10;Data_Aug_GAN/images_1/_1904_2_18.png;1
2175;10;Data_Aug_GAN/images_1/_1911_2_12.png;1
2176;10;Data_Aug_GAN/images_1/_1918_2_24.png;1
2177;10;Data_Aug_GAN/images_1/_1919_1_11.png;1
2178;10;Data_Aug_GAN/images_1/_1934_1_3.png;1
2179;10;Data_Aug_GAN/images_1/_1941_2_3.png;1
2180;10;Data_Aug_GAN/images_1/_1945_2_14.png;1
2181;10;Data_Aug_GAN/images_1/_1946_2_28.png;1
2182;10;Data_Aug_GAN/images_1/_1976_2_13.png;1
2183;10;Data_Aug_GAN/images_1/_1976_2_28.png;1
2184;10;Data_Aug_GAN/images_1/_1992_2_20.png;1
2185;10;Data_Aug_GAN/images_1/_2003_1_16.png;1
2186;10;Data_Aug_GAN/images_1/_2008_1_5.png;1
2187;10;Data_Aug_GAN/images_1/_2014_1_8.png;1
2188;10;Data_Aug_GAN/images_1/_2042_1_14.png;1
2189;10;Data_Aug_GAN/images_1/_2053_2_26.png;1
2190;10;Data_Aug_GAN/images_1/_2118_2_3.png;1
2191;10;Data_Aug_GAN/images_1/_2136_2_8.png;1
2192;10;Data_Aug_GAN/images_1/_2158_2_27.png;1
2193;10;Data_Aug_GAN/images_1/_2173_2_11.png;1
2194;10;Data_Aug_GAN/images_1/_2175_1_10.png;1
2195;10;Data_Aug_GAN/images_1/_2175_1_28.png;1
2196;10;Data_Aug_GAN/images_1/_2176_1_21.png;1
2197;10;Data_Aug_GAN/images_1/_2191_2_7.png;1
2198;10;Data_Aug_GAN/images_1/_2198_1_14.png;1
2199;10;Data_Aug_GAN/images_1/_2260_1_6.png;1
2200;10;Data_Aug_GAN/images_1/_2263_2_21.png;1
2201;10;Data_Aug_GAN/images_1/_2267_2_4.png;1
2202;10;Data_Aug_GAN/images_1/_2287_2_28.png;1
2203;10;Data_Aug_GAN/images_1/_2290_1_28.png;1
2204;10;Data_Aug_GAN/images_1/_2298_1_4.png;1
2205;10;Data_Aug_GAN/images_1/_2312_2_10.png;1
2206;10;Data_Aug_GAN/images_1/_2372_1_2.png;1
2207;10;Data_Aug_GAN/images_1/_2382_2_18.png;1
2208;10;Data_Aug_GAN/images_1/_2398_1_22.png;1
2209;10;Data_Aug_GAN/images_1/_2401_1_23.png;1
2210;10;Data_Aug_GAN/images_1/_2401_2_9.png;1
2211;10;Data_Aug_GAN/images_1/_2407_1_4.png;1
2212;10;Data_Aug_GAN/images_1/_2415_2_7.png;1
2213;10;Data_Aug_GAN/images_1/_2418_1_2.png;1
2214;10;Data_Aug_GAN/images_1/_2422_1_19.png;1
2215;10;Data_Aug_GAN/images_1/_2423_2_16.png;1
2216;10;Data_Aug_GAN/images_1/_2428_1_25.png;1
2217;10;Data_Aug_GAN/images_1/_2428_1_4.png;1
2218;10;Data_Aug_GAN/images_1/_2430_1_13.png;1
2219;10;Data_Aug_GAN/images_1/_2437_2_21.png;1
2220;10;Data_Aug_GAN/images_1/_2438_2_0.png;1
2221;10;Data_Aug_GAN/images_1/_2441_1_24.png;1
2222;10;Data_Aug_GAN/images_1/_2441_2_27.png;1
2223;10;Data_Aug_GAN/images_1/_2441_2_3.png;1
2224;10;Data_Aug_GAN/images_1/_2443_2_21.png;1
2225;10;Data_Aug_GAN/images_1/_2446_2_20.png;1
2226;10;Data_Aug_GAN/images_1/_2447_1_28.png;1
2227;10;Data_Aug_GAN/images_1/_2448_1_25.png;1
2228;10;Data_Aug_GAN/images_1/_2452_1_26.png;1
2229;10;Data_Aug_GAN/images_1/_2454_1_22.png;1
2230;10;Data_Aug_GAN/images_1/_2454_1_27.png;1
2231;10;Data_Aug_GAN/images_1/_2457_1_17.png;1
2232;10;Data_Aug_GAN/images_1/_2458_1_16.png;1
2233;10;Data_Aug_GAN/images_1/_2458_2_17.png;1
2234;10;Data_Aug_GAN/images_1/_2466_1_25.png;1
2235;10;Data_Aug_GAN/images_1/_2466_2_2.png;1
2236;10;Data_Aug_GAN/images_1/_2473_1_21.png;1
2237;10;Data_Aug_GAN/images_1/_2482_1_26.png;1
2238;10;Data_Aug_GAN/images_1/_2483_1_21.png;1
2239;10;Data_Aug_GAN/images_1/_2483_1_27.png;1
2240;10;Data_Aug_GAN/images_1/_2484_1_2.png;1
2241;10;Data_Aug_GAN/images_1/_2484_1_9.png;1
2242;10;Data_Aug_GAN/images_1/_2487_1_13.png;1
2243;10;Data_Aug_GAN/images_1/_2489_2_17.png;1
2244;10;Data_Aug_GAN/images_1/_2490_2_21.png;1
2245;10;Data_Aug_GAN/images_1/_2490_2_9.png;1
2246;10;Data_Aug_GAN/images_1/_2492_2_19.png;1
2247;10;Data_Aug_GAN/images_1/_2492_2_3.png;1
2248;10;Data_Aug_GAN/images_1/_2493_1_15.png;1
2249;10;Data_Aug_GAN/images_1/_2493_1_28.png;1
2250;10;Data_Aug_GAN/images_1/_2494_1_1.png;1
2251;10;Data_Aug_GAN/images_1/_2494_1_2.png;1
2252;10;Data_Aug_GAN/images_1/_2494_1_21.png;1
2253;10;Data_Aug_GAN/images_1/_2494_1_27.png;1
2254;10;Data_Aug_GAN/images_1/_2494_1_28.png;1
2255;10;Data_Aug_GAN/images_1/_2494_2_16.png;1
2256;10;Data_Aug_GAN/images_1/_2494_2_3.png;1
2257;10;Data_Aug_GAN/images_1/_2496_1_12.png;1
2258;10;Data_Aug_GAN/images_1/_2497_1_18.png;1
2259;10;Data_Aug_GAN/images_1/_2497_1_20.png;1
2260;10;Data_Aug_GAN/images_1/_2499_2_13.png;1
2261;10;Data_Aug_GAN/images_1/_2499_2_26.png;1
2262;10;Data_Aug_GAN/images_2/1585_2_3.png;2
2263;10;Data_Aug_GAN/images_2/2260_1_6.png;2
2264;10;Data_Aug_GAN/images_2/2294_2_18.png;2
2265;10;Data_Aug_GAN/images_2/2298_1_0.png;2
2266;10;Data_Aug_GAN/images_2/2337_2_19.png;2
2267;10;Data_Aug_GAN/images_2/2343_1_19.png;2
2268;10;Data_Aug_GAN/images_2/2386_1_14.png;2
2269;10;Data_Aug_GAN/images_2/2391_1_26.png;2
2270;10;Data_Aug_GAN/images_2/2393_1_12.png;2
2271;10;Data_Aug_GAN/images_2/2396_1_21.png;2
2272;10;Data_Aug_GAN/images_2/2416_1_20.png;2
2273;10;Data_Aug_GAN/images_2/2423_2_24.png;2
2274;10;Data_Aug_GAN/images_2/2427_1_12.png;2
2275;10;Data_Aug_GAN/images_2/2431_1_3.png;2
2276;10;Data_Aug_GAN/images_2/2436_1_13.png;2
2277;10;Data_Aug_GAN/images_2/2438_1_19.png;2
2278;10;Data_Aug_GAN/images_2/2440_1_24.png;2
2279;10;Data_Aug_GAN/images_2/2449_1_24.png;2
2280;10;Data_Aug_GAN/images_2/2452_1_6.png;2
2281;10;Data_Aug_GAN/images_2/2454_1_24.png;2
2282;10;Data_Aug_GAN/images_2/2454_1_28.png;2
2283;10;Data_Aug_GAN/images_2/2454_1_31.png;2
2284;10;Data_Aug_GAN/images_2/2457_2_23.png;2
2285;10;Data_Aug_GAN/images_2/2457_2_30.png;2
2286;10;Data_Aug_GAN/images_2/2461_1_31.png;2
2287;10;Data_Aug_GAN/images_2/2461_1_5.png;2
2288;10;Data_Aug_GAN/images_2/2464_1_12.png;2
2289;10;Data_Aug_GAN/images_2/2465_1_16.png;2
2290;10;Data_Aug_GAN/images_2/2465_1_31.png;2
2291;10;Data_Aug_GAN/images_2/2468_2_10.png;2
2292;10;Data_Aug_GAN/images_2/2468_2_11.png;2
2293;10;Data_Aug_GAN/images_2/2472_2_0.png;2
2294;10;Data_Aug_GAN/images_2/2545_1_28.png;2
2295;10;Data_Aug_GAN/images_2/2572_1_10.png;2
2296;10;Data_Aug_GAN/images_2/2581_2_20.png;2
2297;10;Data_Aug_GAN/images_2/2588_2_30.png;2
2298;10;Data_Aug_GAN/images_2/2588_2_5.png;2
2299;10;Data_Aug_GAN/images_2/2593_1_28.png;2
2300;10;Data_Aug_GAN/images_2/2619_1_23.png;2
2301;10;Data_Aug_GAN/images_2/2632_1_11.png;2
2302;10;Data_Aug_GAN/images_2/2632_1_13.png;2
2303;10;Data_Aug_GAN/images_2/2640_1_29.png;2
2304;10;Data_Aug_GAN/images_2/2646_1_23.png;2
2305;10;Data_Aug_GAN/images_2/2649_1_27.png;2
2306;10;Data_Aug_GAN/images_2/2651_1_29.png;2
2307;10;Data_Aug_GAN/images_2/2653_1_21.png;2
2308;10;Data_Aug_GAN/images_2/2653_1_26.png;2
2309;10;Data_Aug_GAN/images_2/2658_2_0.png;2
2310;10;Data_Aug_GAN/images_2/2658_2_4.png;2
2311;10;Data_Aug_GAN/images_2/2665_1_20.png;2
2312;10;Data_Aug_GAN/images_2/2668_2_29.png;2
2313;10;Data_Aug_GAN/images_2/2675_1_28.png;2
2314;10;Data_Aug_GAN/images_2/2676_1_20.png;2
2315;10;Data_Aug_GAN/images_2/2678_1_22.png;2
2316;10;Data_Aug_GAN/images_2/2680_2_23.png;2
2317;10;Data_Aug_GAN/images_2/2682_1_11.png;2
2318;10;Data_Aug_GAN/images_2/2688_1_27.png;2
2319;10;Data_Aug_GAN/images_2/2689_1_31.png;2
2320;10;Data_Aug_GAN/images_2/2696_2_0.png;2
2321;10;Data_Aug_GAN/images_2/2696_2_22.png;2
2322;10;Data_Aug_GAN/images_2/2696_2_7.png;2
2323;10;Data_Aug_GAN/images_2/2698_1_29.png;2
2324;10;Data_Aug_GAN/images_2/_2709_1_26.png;2
2325;10;Data_Aug_GAN/images_2/_2858_1_18.png;2
2326;10;Data_Aug_GAN/images_2/_2909_2_7.png;2
2327;10;Data_Aug_GAN/images_2/_2967_1_25.png;2
2328;10;Data_Aug_GAN/images_2/_2967_1_26.png;2
2329;10;Data_Aug_GAN/images_2/_2968_1_22.png;2
2330;10;Data_Aug_GAN/images_2/_2982_2_19.png;2
2331;10;Data_Aug_GAN/images_2/_2984_1_19.png;2
2332;10;Data_Aug_GAN/images_2/_2988_1_21.png;2
2333;10;Data_Aug_GAN/images_2/_2988_1_22.png;2
2334;10;Data_Aug_GAN/images_2/_2991_2_11.png;2
2335;10;Data_Aug_GAN/images_2/_2995_1_2.png;2
2336;10;Data_Aug_GAN/images_3/1616_1_13.png;3
2337;10;Data_Aug_GAN/images_3/2516_2_45.png;3
2338;10;Data_Aug_GAN/images_3/2708_2_7.png;3
2339;10;Data_Aug_GAN/images_3/2770_2_43.png;3
2340;10;Data_Aug_GAN/images_3/2888_1_11.png;3
2341;10;Data_Aug_GAN/images_3/2925_2_44.png;3
2342;10;Data_Aug_GAN/images_3/2955_2_40.png;3
2343;10;Data_Aug_GAN/images_3/2956_1_44.png;3
2344;10;Data_Aug_GAN/images_3/2959_2_40.png;3
2345;10;Data_Aug_GAN/images_3/2959_2_41.png;3
2346;10;Data_Aug_GAN/images_3/2964_1_56.png;3
2347;10;Data_Aug_GAN/images_3/2964_1_63.png;3
2348;10;Data_Aug_GAN/images_3/_1752_1_10.png;3
2349;10;Data_Aug_GAN/images_3/_1752_1_26.png;3
2350;10;Data_Aug_GAN/images_3/_1754_1_23.png;3
2351;10;Data_Aug_GAN/images_3/_1756_1_0.png;3
2352;10;Data_Aug_GAN/images_3/_1756_1_3.png;3
2353;10;Data_Aug_GAN/images_3/_1759_2_11.png;3
2354;10;Data_Aug_GAN/images_3/_1760_1_17.png;3
2355;10;Data_Aug_GAN/images_3/_1763_1_0.png;3
2356;10;Data_Aug_GAN/images_3/_1763_1_4.png;3
2357;10;Data_Aug_GAN/images_3/_1764_1_19.png;3
2358;10;Data_Aug_GAN/images_3/_1764_2_2.png;3
2359;10;Data_Aug_GAN/images_3/_1766_1_19.png;3
2360;10;Data_Aug_GAN/images_3/_1766_1_7.png;3
2361;10;Data_Aug_GAN/images_3/_1766_2_7.png;3
2362;10;Data_Aug_GAN/images_3/_1767_2_12.png;3
2363;10;Data_Aug_GAN/images_3/_1774_1_3.png;3
2364;10;Data_Aug_GAN/images_3/_1774_1_8.png;3
2365;10;Data_Aug_GAN/images_3/_1776_2_31.png;3
2366;10;Data_Aug_GAN/images_3/_1782_2_15.png;3
2367;10;Data_Aug_GAN/images_3/_1782_2_23.png;3
2368;10;Data_Aug_GAN/images_3/_1789_1_8.png;3
2369;10;Data_Aug_GAN/images_3/_1799_2_9.png;3
2370;10;Data_Aug_GAN/images_3/_1811_1_25.png;3
2371;10;Data_Aug_GAN/images_3/_1814_1_12.png;3
2372;10;Data_Aug_GAN/images_3/_1817_1_15.png;3
2373;10;Data_Aug_GAN/images_3/_1818_2_20.png;3
2374;10;Data_Aug_GAN/images_3/_1825_1_31.png;3
2375;10;Data_Aug_GAN/images_3/_1827_2_4.png;3
2376;10;Data_Aug_GAN/images_3/_1837_2_19.png;3
2377;10;Data_Aug_GAN/images_3/_1837_2_31.png;3
2378;10;Data_Aug_GAN/images_3/_1852_2_26.png;3
2379;10;Data_Aug_GAN/images_3/_1855_1_10.png;3
2380;10;Data_Aug_GAN/images_3/_1855_1_31.png;3
2381;10;Data_Aug_GAN/images_3/_1859_1_29.png;3
2382;10;Data_Aug_GAN/images_3/_1866_1_22.png;3
2383;10;Data_Aug_GAN/images_3/_1876_1_11.png;3
2384;10;Data_Aug_GAN/images_3/_1889_2_22.png;3
2385;10;Data_Aug_GAN/images_3/_1889_2_24.png;3
2386;10;Data_Aug_GAN/images_3/_1892_1_12.png;3
2387;10;Data_Aug_GAN/images_3/_1892_1_23.png;3
2388;10;Data_Aug_GAN/images_3/_1893_2_25.png;3
2389;10;Data_Aug_GAN/images_3/_1895_1_3.png;3
2390;10;Data_Aug_GAN/images_3/_1897_1_20.png;3
2391;10;Data_Aug_GAN/images_3/_1909_1_22.png;3
2392;10;Data_Aug_GAN/images_3/_1910_2_9.png;3
2393;10;Data_Aug_GAN/images_3/_1918_2_29.png;3
2394;10;Data_Aug_GAN/images_3/_1922_2_27.png;3
2395;10;Data_Aug_GAN/images_3/_1922_2_9.png;3
2396;10;Data_Aug_GAN/images_3/_1948_1_2.png;3
2397;10;Data_Aug_GAN/images_3/_1954_2_24.png;3
2398;10;Data_Aug_GAN/images_3/_1954_2_3.png;3
2399;10;Data_Aug_GAN/images_3/_1956_1_12.png;3
2400;10;Data_Aug_GAN/images_3/_1956_1_15.png;3
2401;10;Data_Aug_GAN/images_3/_1959_1_22.png;3
2402;10;Data_Aug_GAN/images_3/_1962_1_8.png;3
2403;10;Data_Aug_GAN/images_3/_1963_2_11.png;3
2404;10;Data_Aug_GAN/images_3/_1973_1_15.png;3
2405;10;Data_Aug_GAN/images_3/_1985_2_11.png;3
2406;10;Data_Aug_GAN/images_3/_1987_1_19.png;3
2407;10;Data_Aug_GAN/images_3/_2005_1_19.png;3
2408;10;Data_Aug_GAN/images_3/_2009_2_9.png;3
2409;10;Data_Aug_GAN/images_3/_2012_1_12.png;3
2410;10;Data_Aug_GAN/images_3/_2012_1_13.png;3
2411;10;Data_Aug_GAN/images_3/_2013_1_2.png;3
2412;10;Data_Aug_GAN/images_3/_2041_1_25.png;3
2413;10;Data_Aug_GAN/images_3/_2076_2_18.png;3
2414;10;Data_Aug_GAN/images_3/_2102_1_10.png;3
2415;10;Data_Aug_GAN/images_3/_2102_1_22.png;3
2416;10;Data_Aug_GAN/images_3/_2105_1_17.png;3
2417;10;Data_Aug_GAN/images_3/_2114_1_17.png;3
2418;10;Data_Aug_GAN/images_3/_2116_2_16.png;3
2419;10;Data_Aug_GAN/images_3/_2122_2_26.png;3
2420;10;Data_Aug_GAN/images_3/_2153_1_10.png;3
2421;10;Data_Aug_GAN/images_3/_2191_2_18.png;3
2422;10;Data_Aug_GAN/images_3/_2210_2_23.png;3
2423;10;Data_Aug_GAN/images_3/_2210_2_24.png;3
2424;10;Data_Aug_GAN/images_3/_2210_2_29.png;3
2425;10;Data_Aug_GAN/images_3/_2221_1_15.png;3
2426;10;Data_Aug_GAN/images_3/_2221_1_26.png;3
2427;10;Data_Aug_GAN/images_3/_2221_1_31.png;3
2428;10;Data_Aug_GAN/images_3/_2221_1_5.png;3
2429;10;Data_Aug_GAN/images_3/_2221_1_6.png;3
2430;10;Data_Aug_GAN/images_3/_2221_1_7.png;3
2431;10;Data_Aug_GAN/images_3/_2221_1_9.png;3
2432;10;Data_Aug_GAN/images_4/1297_1_46.png;4
2433;10;Data_Aug_GAN/images_4/2405_1_29.png;4
2434;10;Data_Aug_GAN/images_4/2452_2_7.png;4
2435;10;Data_Aug_GAN/images_4/2479_2_36.png;4
2436;10;Data_Aug_GAN/images_4/2506_1_24.png;4
2437;10;Data_Aug_GAN/images_4/2593_2_40.png;4
2438;10;Data_Aug_GAN/images_4/2617_2_16.png;4
2439;10;Data_Aug_GAN/images_4/2618_1_41.png;4
2440;10;Data_Aug_GAN/images_4/2618_1_58.png;4
2441;10;Data_Aug_GAN/images_4/2625_1_7.png;4
2442;10;Data_Aug_GAN/images_4/2641_2_9.png;4
2443;10;Data_Aug_GAN/images_4/2642_1_49.png;4
2444;10;Data_Aug_GAN/images_4/2645_2_10.png;4
2445;10;Data_Aug_GAN/images_4/2912_2_29.png;4
2446;10;Data_Aug_GAN/images_4/2994_2_15.png;4
2447;10;Data_Aug_GAN/images_4/2995_1_60.png;4
2448;10;Data_Aug_GAN/images_4/2998_1_34.png;4
2449;10;Data_Aug_GAN/images_4/2998_1_55.png;4
2450;10;Data_Aug_GAN/images_4/_1529_1_15.png;4
2451;10;Data_Aug_GAN/images_4/_1588_1_31.png;4
2452;10;Data_Aug_GAN/images_4/_1639_2_16.png;4
2453;10;Data_Aug_GAN/images_4/_1639_2_18.png;4
2454;10;Data_Aug_GAN/images_4/_1658_1_22.png;4
2455;10;Data_Aug_GAN/images_4/_1694_3_29.png;4
2456;10;Data_Aug_GAN/images_4/_1701_1_31.png;4
2457;10;Data_Aug_GAN/images_4/_1720_3_23.png;4
2458;10;Data_Aug_GAN/images_4/_1726_1_3.png;4
2459;10;Data_Aug_GAN/images_4/_1738_3_23.png;4
2460;10;Data_Aug_GAN/images_4/_1751_2_15.png;4
2461;10;Data_Aug_GAN/images_4/_1755_1_13.png;4
2462;10;Data_Aug_GAN/images_4/_1756_1_12.png;4
2463;10;Data_Aug_GAN/images_4/_1761_1_16.png;4
2464;10;Data_Aug_GAN/images_4/_1763_1_12.png;4
